Country,Year,CAPEX,Exports of goods and services (% of GDP),GDP per capita (current US$),Imports of goods and services (% of GDP),Political Stability and Absence of Violence/Terrorism: Estimate
Tunisia,2009,55.1,45.03981103,4080.090324,47.97706775,0.059611708
Tunisia,2010,100.6,47.95972869,4291.861209,52.19128114,-0.063976362
Tunisia,2011,14.3,46.05465377,4420.647722,54.05172553,-0.353741795
Tunisia,2012,5.8,45.91284777,4297.267825,55.63787616,-0.721316934
Tunisia,2013,173,44.88970532,4369.793458,54.06525136,-0.902563274
Tunisia,2014,86.8,42.94746512,4458.978955,53.15963874,-0.851661503
Tunisia,2015,79,38.39983876,4014.947737,48.8486919,-0.960177004
Tunisia,2016,26.2,38.29529558,3847.803544,48.79736879,-1.139722347
Tunisia,2017,116,41.72078638,3619.032473,54.08801949,-1.023490548
Tunisia,2018,105.6,45.48548265,3628.103665,58.3862531,-0.868207276
Tunisia,2019,132.8,45.95049333,3528.872133,56.38155214,-0.877084732
Tunisia,2020,58.9,37.98343293,3548.653637,46.35483393,-0.594325781
Tunisia,2021,284.2,41.76758301,3906.939263,51.87138051,-0.756551981
Tunisia,2022,111.4,50.978832,3708.848124,64.84878461,-0.594559073
Tunisia,2023,125.4,53.67330703,3950.375342,59.24156528,-0.630951107
Turkey,2003,3401,23.0061779,4637.882185,23.21891973,-0.766690612
Turkey,2004,2098.9,23.62475321,5960.778989,25.20108494,-0.833764553
Turkey,2005,2072.5,21.87626756,7303.013889,24.26608949,-0.601551175
Turkey,2006,1710.5,22.39483394,7953.07848,26.36803713,-0.590213001
Turkey,2007,2415,21.88952569,9711.223761,25.96129105,-0.819362879
Turkey,2008,4325.4,23.56629093,10843.50369,26.98196297,-0.823874354
Turkey,2009,3458.8,23.37019915,9012.999458,23.4168678,-1.030790567
Turkey,2010,2946.3,21.19413332,10622.70204,25.50033191,-0.915285528
Turkey,2011,2719.4,22.99370125,11300.78522,30.31047438,-0.959997058
Turkey,2012,3400.9,24.36087552,11713.28498,28.46992714,-1.22053194
Turkey,2013,7188.4,23.79300951,12578.18786,28.73428929,-1.249932528
Turkey,2014,3768.4,25.2055417,12165.22014,28.56075947,-1.086035967
Turkey,2015,2647.9,24.53127734,11049.99511,26.55726626,-1.495309711
Turkey,2016,3314.7,23.08350913,10970.04589,25.2446771,-2.007214785
Turkey,2017,3274.7,26.03942234,10695.5502,29.72274641,-1.786376357
Turkey,2018,4265.9,31.23269623,9568.835063,31.38152231,-1.315199852
Turkey,2019,5220.5,33.07421606,9215.440499,30.11907684,-1.378181696
Turkey,2020,4390,29.12079018,8638.739038,32.22296559,-1.143882632
Turkey,2021,3989.6,35.74369611,9743.212778,35.33874785,-1.136792779
Turkey,2022,3251.4,38.58420218,10674.50416,42.58592751,-1.032234788
Turkey,2023,6295.8,31.91583569,13105.6585,34.36076902,-1.011080384
UAE,2003,2545.8,55.92319922,29659.54286,46.37697028,0.994650185
UAE,2004,2094.6,63.56772981,33376.71523,53.05488271,0.768757999
UAE,2005,21987.4,67.58531139,38719.31383,51.96756025,0.875413299
UAE,2006,30320,68.62779767,44342.60483,50.84287191,0.923421085
UAE,2007,21690.2,72.3840975,45854.73252,64.41405537,0.975391388
UAE,2008,65425.3,78.8678887,50054.17007,69.64565532,0.696017921
UAE,2009,32226,79.65331786,37803.06637,73.8086265,0.919041455
UAE,2010,19368.7,79.39267346,43696.67126,59.49942345,0.801757872
UAE,2011,12586.1,87.53860245,50789.05054,59.85405957,0.912175715
UAE,2012,14838.3,97.63496338,52034.47625,62.33550724,0.863251448
UAE,2013,16404.1,98.00758609,52023.5171,63.09289637,0.894792199
UAE,2014,18437.8,97.25257065,51381.40699,66.43501435,0.768908918
UAE,2015,21139.7,96.82780563,43534.99727,72.64843107,0.748049259
UAE,2016,24060.2,97.66312109,41326.40182,73.31370808,0.549646139
UAE,2017,15392.2,97.85430603,42340.59172,73.06650085,0.601949751
UAE,2018,26573.7,93.71698102,45689.857,65.92579627,0.689255595
UAE,2019,21297.2,96.85959993,44251.45414,73.20851889,0.667538404
UAE,2020,9283.5,100.2301589,37173.87541,85.0503935,0.592605352
UAE,2021,17410.3,102.4030841,43360.0211,83.70584849,0.597572148
UAE,2022,89117.2,103.8122523,49899.0653,85.13320941,0.744183302
UAE,2023,70598.4,108.6108714,49040.69475,93.72166461,0.677530944
Ukraine,2003,801.7,52.54313064,1076.481567,50.04705161,-0.363617957
Ukraine,2004,735.4,58.69683172,1401.018066,51.28487683,-0.471536189
Ukraine,2005,269.6,47.72973268,1875.335083,46.91783742,-0.285366565
Ukraine,2006,2928.2,43.21862312,2366.494141,45.96242952,-0.036877617
Ukraine,2007,1138.4,41.28991114,3160.327637,46.75664953,0.172825918
Ukraine,2008,2542.2,43.25986886,4017.806641,50.91202329,0.042514395
Ukraine,2009,684.4,42.9288247,2607.087646,44.54733792,-0.302319407
Ukraine,2010,1064.3,46.45653833,3039.632324,49.27319213,0.013131719
Ukraine,2011,984.1,49.40615693,3656.697998,55.39891697,-0.070431463
Ukraine,2012,599.7,47.38283156,3951.342285,55.2399568,-0.092274904
Ukraine,2013,911.2,42.89738267,4129.896973,51.10428678,-0.77728498
Ukraine,2014,311.7,48.59296182,3054.908203,52.09882067,-2.020833492
Ukraine,2015,650.3,52.59767951,2094.473877,55.20893679,-1.95953238
Ukraine,2016,223.7,49.29861946,2158.461182,56.22258546,-1.853331923
Ukraine,2017,193.8,48.12491635,2604.287598,55.91006656,-1.867417812
Ukraine,2018,2890.4,45.23523566,3059.051758,53.96457941,-1.872179389
Ukraine,2019,33.1,41.23169126,3619.861572,49.27954304,-1.428376198
Ukraine,2020,72.6,38.82164629,3709.769287,40.33480609,-1.163936496
Ukraine,2021,38.4,40.68834048,4775.945801,42.00962089,-1.126984
Ukraine,2022,1007.1,35.44511534,4199.670898,51.95139865,-1.949324608
Ukraine,2023,976.2,28.30046827,5139.598145,49.20914592,-1.429823399
United Kingdom,2003,63560.1,24.05649057,34442.68754,26.18303249,0.271250725
United Kingdom,2004,32761.9,24.07228892,40366.88867,26.37942232,0.140847534
United Kingdom,2005,45711.6,25.27151047,42104.78844,27.40920637,0.12418776
United Kingdom,2006,48732.1,27.51212944,44512.45903,29.40229804,0.667080104
United Kingdom,2007,61614.3,25.51156032,50397.6855,27.45279312,0.574654937
United Kingdom,2008,83210,27.50596135,47396.12021,29.19264558,0.492879868
United Kingdom,2009,69885,26.88155103,38744.13169,28.122833,0.121949501
United Kingdom,2010,63788.7,28.85674267,39598.95712,30.4160323,0.411818206
United Kingdom,2011,55478,31.38759406,42109.64188,32.17780692,0.351707608
United Kingdom,2012,38621.4,30.61856843,42490.14655,31.6074143,0.402270734
United Kingdom,2013,47077.7,30.28942477,43419.03526,31.70968714,0.486201435
United Kingdom,2014,34946.7,28.57621473,47426.62098,30.51858939,0.415347636
United Kingdom,2015,48998,27.84595067,44983.88552,29.35759902,0.503706396
United Kingdom,2016,40159.5,28.90233952,40988.10442,30.79805889,0.347932637
United Kingdom,2017,33045.6,30.89035103,40629.23403,32.231299,0.380680293
United Kingdom,2018,49648,31.58011136,43315.48745,32.96253689,0.077085562
United Kingdom,2019,57538,31.63478028,42794.00226,33.03035336,0.526694298
United Kingdom,2020,43086,29.66979576,40404.80622,29.11134184,0.483050257
United Kingdom,2021,59249,29.18027479,46926.47574,29.40426184,0.489994138
United Kingdom,2022,76966.2,33.56719447,46062.99141,35.31333567,0.533176064
United Kingdom,2023,107943.1,31.97941122,49200.81015,33.05292704,0.514935672
United States,2003,206014.2,9.035652405,39490.30239,13.59164488,0.08044035
United States,2004,137480.2,9.628747873,41724.6412,14.81930878,-0.233039826
United States,2005,137221.5,9.98205641,44123.39965,15.65650093,-0.060543258
United States,2006,137452.6,10.64138951,46301.98765,16.3338963,0.490835488
United States,2007,118765.2,11.4637893,48050.22741,16.54822627,0.374478042
United States,2008,239416.5,12.42584392,48570.05943,17.4419436,0.582659543
United States,2009,152859.2,10.93221906,47194.95009,13.82730858,0.447313607
United States,2010,128531.3,12.34135543,48642.63121,15.87852751,0.438403934
United States,2011,151341.1,13.56346378,50024.88123,17.27901479,0.591247261
United States,2012,104884,13.64405127,51708.39406,17.03778831,0.632442117
United States,2013,138790.5,13.55349188,53297.38629,16.3878144,0.643072605
United States,2014,130747.2,13.50821421,55153.39402,16.39835512,0.582419634
United States,2015,130794.1,12.41114863,56849.46979,15.2770653,0.662890196
United States,2016,160272.3,11.88815923,57976.6282,14.56443856,0.385635316
United States,2017,124106.5,12.17748103,60047.71907,14.9478572,0.262138307
United States,2018,207977.2,12.28711076,62875.66614,15.15824837,0.386239082
United States,2019,163251.9,11.78919741,65227.95659,14.46928321,0.118298575
United States,2020,124255.5,10.07365563,64401.50744,13.00612224,-0.027899733
United States,2021,259567.3,10.7909782,71307.40173,14.42267783,-0.014424653
United States,2022,227349.6,11.60222792,77860.91129,15.28946191,0.008700687
United States,2023,200163.4,11.01151129,82304.62043,13.88785186,0.029424749
Uruguay,2003,26.1,27.43242014,3671.123293,24.32677945,0.711256564
Uruguay,2004,15.3,32.1122956,4168.660654,29.36439248,0.590961158
Uruguay,2005,,30.40401982,5284.25678,28.47367651,0.777662575
Uruguay,2006,,30.2975044,6001.332948,31.67407011,0.898599565
Uruguay,2007,25.2,29.09048725,7222.054036,30.11996059,0.835530937
Uruguay,2008,2.4,30.20302397,9423.965626,35.00507104,0.845082819
Uruguay,2009,43.1,27.09921575,9881.395731,26.29520351,0.789260983
Uruguay,2010,2.4,26.34299454,12641.05768,25.35604266,0.824986041
Uruguay,2011,5.1,26.42214942,15132.26757,26.82488459,0.957096934
Uruguay,2012,,25.91962942,16259.59408,29.14152474,0.709167778
Uruguay,2013,16.7,23.35313642,18335.25948,26.36471005,0.804738224
Uruguay,2014,,23.54266161,18322.42768,25.54496245,0.991879582
Uruguay,2015,,22.47785125,17125.90168,22.85038956,0.994889319
Uruguay,2016,15.5,26.9316576,17009.75842,21.53890078,1.048521757
Uruguay,2017,8.4,25.93118106,19184.65026,20.44682314,1.04009223
Uruguay,2018,7.2,26.42154394,19249.94047,21.36976654,1.02414608
Uruguay,2019,154.4,27.90536958,18315.7317,21.83946453,1.028297067
Uruguay,2020,17.7,26.18828062,15757.5356,21.54359269,1.054964304
Uruguay,2021,284.7,32.9446052,17881.81872,25.37043582,1.045971751
Uruguay,2022,29.7,33.33161301,20818.61461,27.69918209,1.085829616
Uruguay,2023,61.3,28.14030123,23019.42216,24.77068583,0.964887142
Vietnam,2003,850,56.67325791,497.1170892,67.65469652,0.126424372
Vietnam,2004,113.5,59.73104141,565.4522846,73.28545645,0.150153518
Vietnam,2005,531.6,63.69949267,710.74676,67.01535337,0.484037668
Vietnam,2006,4414.8,67.71681433,807.7566451,70.59680754,0.405120254
Vietnam,2007,775.4,70.5178746,925.6403383,84.08750939,0.251871973
Vietnam,2008,2845.5,70.33669194,1163.831958,83.98078769,0.165260822
Vietnam,2009,1540.6,62.60888407,1226.169761,72.09743366,0.271775961
Vietnam,2010,854.6,54.17584597,1683.161824,59.80184157,0.148407876
Vietnam,2011,1362.3,61.18015572,1950.925042,64.08042222,0.189088449
Vietnam,2012,178.4,63.4739249,2185.117677,59.75019184,0.267358661
Vietnam,2013,1527.7,66.80044599,2359.517365,64.04590887,0.250577271
Vietnam,2014,721.2,69.59857595,2546.384645,65.8119455,-0.022347357
Vietnam,2015,6320.9,72.92285184,2577.568853,71.99137636,0.063808225
Vietnam,2016,2131.9,74.10728626,2735.060438,71.30222172,0.226832524
Vietnam,2017,1385.7,81.76252184,2956.109921,79.21756182,0.211102173
Vietnam,2018,1012.1,84.42345608,3222.310031,80.24048069,0.033082962
Vietnam,2019,482.1,85.15758741,3440.900254,79.54662762,0.039987404
Vietnam,2020,158.3,84.38159801,3534.039535,78.86426481,-0.038989063
Vietnam,2021,2319.8,93.85020713,3704.193559,92.82562571,-0.117782436
Vietnam,2022,4665.8,93.42012904,4147.697772,89.7334901,-0.046132095
Vietnam,2023,3718.7,86.46741924,4323.35032,78.35065203,-0.036380734
